"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"894","3511","349","run","r_1qvrxcu7gwuuemt","2","q1_2","run","run","run","run"
"895","3521","350","horse back riding","r_enumvnrcjliihu1","2","q1_2","horse back riding","horseback ride","horseback ride","horseback ride"
"896","3531","351","hike","r_1hz5clczt1w0a27","2","q1_2","hike","hike","hike","hike"
"897","3551","353","hike","r_woyc4xhbeibi0i9","2","q1_2","hike","hike","hike","hike"
"898","3561","354","organized endurance ride","r_2fihsrtev8jdadq","2","q1_2","organized endurance ride","organized endurance ride","organized endurance ride","organized endurance ride"
"899","3571","355","think of the tranquility","r_1hkkxagkkppwhs6","2","q1_2","think of the tranquility","think of the tranquility","think of the tranquility","think and contemplate"
"900","3581","356","horseback riding","r_1yyl6a79ndzqptl","2","q1_2","horseback riding","horseback ride","horseback ride","horseback ride"
"901","3591","357","hiking","r_1gnjqwcrehully0","2","q1_2","hiking","hike","hike","hike"
"902","3601","358","mountain biking","r_2qlthsdrkzjyxsm","2","q1_2","mountain biking","mountain bike","mountain bike","mountain bike"
"903","3611","359","ride bikes","r_2upd9grscpgc68h","2","q1_2","ride bikes","bike","bike","bike"
"904","3621","360","hike","r_1lujnvtcaz2rwl9","2","q1_2","hike","hike","hike","hike"
"905","3631","361","hike","r_vva3s99rxs5nzwb","2","q1_2","hike","hike","hike","hike"
"906","3641","362","hike","r_2omdj3nnre4ucw9","2","q1_2","hike","hike","hike","hike"
"907","3651","363","hike","r_d6lccehgldi9ulz","2","q1_2","hike","hike","hike","hike"
"908","3661","364","fish","r_1jebou3ovwsyjif","2","q1_2","fish","fish","fish","fish"
"909","3671","365","with dogs","r_ckvkvegpnuofwuz","2","q1_2","with dogs","with dogs","with dogs","with dogs"
"910","3681","366","equestrian","r_tiaht7ohatgkow5","2","q1_2","equestrian","horseback ride","horseback ride","horseback ride"
"911","3691","367","enjoy solitude","r_qxfrkrq4xxly4bt","2","q1_2","enjoy solitude ","enjoy solitude","solitude","solitude"
"912","3701","368","photography","r_2wbrglr7k3mujnw","2","q1_2","photography","photograph","photograph","photograph"
"913","3711","369","enjoy views","r_6grcrtg9f8y9yw9","2","q1_2","enjoy views","view scenery","view scenery","view scenery"
"914","3721","370","horseback ride","r_1dkvstamwthqacy","2","q1_2","horseback ride","horseback ride","horseback ride","horseback ride"
"915","3731","371","mountain bike","r_bdkfrpw6lxqjwur","2","q1_2","mountain bike","mountain bike","mountain bike","mountain bike"
"916","3741","372","scenery","r_akgzdcxapmhq5b3","2","q1_2","scenery","scenery","scenery","scenery"
"917","3751","373","run","r_tjix4vrnuxznncz","2","q1_2","run","run","run","run"
"918","3761","374","find themselves","r_32w7wsfziqohecg","2","q1_2","find themselves","find self","search for self","search for self"
"919","3771","375","bicycle","r_w8wipm2jus2f7yb","2","q1_2","bicycle","bike","bike","bike"
"920","3781","376","appreciate nature","r_8crkhyx30qymhpf","2","q1_2","appreciate nature","appreciate nature","appreciate nature","appreciate nature"
"921","3791","377","hike","r_3dcmlh6kxosmdpa","2","q1_2","hike","hike","hike","hike"
"922","3801","378","hiking","r_3ekxv0bno5udq1g","2","q1_2","hiking","hike","hike","hike"
"923","3811","379","mtn. bike","r_3oizslijchlibwi","2","q1_2","mtn. bike","mountain bike","mountain bike","mountain bike"
"924","3821","380","hike/walk","r_3l12fxh2kdk8cli","2","q1_2","hike/walk","walk or hike","walk or hike","walk or hike"
"925","3831","381","bird watch","r_323f6anzlt2pglg","2","q1_2","bird watch","bird watch","bird view","bird view"
"926","3841","382","bicycles","r_3nivecu2ztrlxsw","2","q1_2","bicycles","bike","bike","bike"
"927","3851","383","walk","r_dmwtm7rxv1oyqd7","2","q1_2","walk","walk","walk","walk"
"928","3861","384","hunting big game","r_1klayaik4pcr7tn","2","q1_2","hunting big game","hunt","hunt","hunt"
"929","3871","385","walk","r_1ok8hxbacsrbkud","2","q1_2","walk","walk","walk","walk"
"930","3881","386","hike","r_2r8jvypmoyjs4nu","2","q1_2","hike","hike","hike","hike"
"931","3891","387","run","r_29oir1m9icymdci","2","q1_2","run","run","run","run"
"932","3901","388","bike","r_1kxn0kmjj5sedhs","2","q1_2","bike","bike","bike","bike"
"933","3911","389","hiking","r_3irs9or4zne7uob","2","q1_2","hiking","hike","hike","hike"
"934","3921","390","run","r_1mgdzpa3x8cicwf","2","q1_2","run","run","run","run"
"935","3931","391","hike","r_1pdfqa7imd8fh0w","2","q1_2","hike","hike","hike","hike"
"936","3941","392","photography","r_e4cd8v7nd189mcd","2","q1_2","photography","photograph","photograph","photograph"
"937","3951","393","hike","r_110v6ckapnkduv2","2","q1_2","hike","hike","hike","hike"
"938","3961","394","exercise","r_1jpxuhjnaipvv3k","2","q1_2","exercise ","exercise","exercise","exercise"
"939","3971","395","hike with dog","r_1nxjfl0xfdnwrem","2","q1_2","hike with dog","hike with dog","hike with dog","hike with dog"
"940","3981","396","hike","r_30egizlytibqkh3","2","q1_2","hike","hike","hike","hike"
"941","3991","397","bike","r_2wu0xjajqdvvobw","2","q1_2","bike","bike","bike","bike"
"942","4001","398","hike","r_2bl0grhbyljawv9","2","q1_2","hike","hike","hike","hike"
"943","4011","399","take photos of users and scenery, animals, interesting things noted during the ride","r_33fmkibxupd3by6","2","q1_2","take photos of users and scenery, animals, interesting things noted during the ride.","take photos of users and scenery, animals, interesting things noted during the ride","take photos of users and scenery, wildlife, interesting things noted during the ride","relax, rest and unwind"
"944","4021","400","bike","r_1qmcrpf03xrvzd5","2","q1_2","bike","bike","bike","bike"
"945","4031","401","bike","r_24khkpooalwcotf","2","q1_2","bike","bike","bike","bike"
"946","4041","402","hunt","r_2qxsjbffryrpllq","2","q1_2","hunt","hunt","hunt","hunt"
"947","4051","403","hiking","r_1qm8n0ry9jg9oz4","2","q1_2","hiking","hike","hike","hike"
"948","4071","405","run","r_xyeiq4vgct90bvh","2","q1_2","run","run","run","run"
"949","4081","406","hike","r_3jq4mnf3rbhmmse","2","q1_2","hike","hike","hike","hike"
"950","4091","407","backpack","r_2zju4a1ad5hrztw","2","q1_2","backpack","backpack","backpack","backpack"
"951","4101","408","ride horses","r_1hasovjd9msof3p","2","q1_2","ride horses ","horseback ride","horseback ride","horseback ride"
"952","4111","409","hike","r_2vhedonomb8xifc","2","q1_2","hike","hike","hike","hike"
"953","4121","410","hikingwalking","r_1nvhgl0i2rcw6kh","2","q1_2","hiking / walking","walk or hike","walk or hike","walk or hike"
"954","4131","411","hiking","r_bnofsspvtghcscd","2","q1_2","hiking","hike","hike","hike"
"955","4141","412","hike","r_2zoywu1yihmrqst","2","q1_2","hike","hike","hike","hike"
"956","4151","413","ride bikes","r_3fkvmaidlc0e8zx","2","q1_2","ride bikes","bike","bike","bike"
"957","4161","414","picnic","r_xtregbmgurtxig9","2","q1_2","picnic","picnic","picnic","picnic"
"958","4171","415","bird watch","r_thzrjrh5k741i3l","2","q1_2"," bird watch ","bird watch","bird view","bird view"
"959","4181","416","photography","r_3jdfj6psw7dd36w","2","q1_2","photography","photograph","photograph","photograph"
"960","4191","417","bird watch","r_239skspji5psntr","2","q1_2","bird watch","bird watch","bird view","bird view"
"961","4201","418","birding","r_1dp68yfji6v0crz","2","q1_2","birding","bird watch","bird view","bird view"
"962","4211","419","walk","r_216ohj1pfl6lbva","2","q1_2","walk","walk","walk","walk"
"963","4221","420","backpack","r_pvvfo0g17prz8z3","2","q1_2","backpack","backpack","backpack","backpack"
"964","4231","421","hike","r_1nxzvtyjovbslut","2","q1_2","hike","hike","hike","hike"
"965","4241","422","hike","r_2aq5vg2tikogoiu","2","q1_2","hike","hike","hike","hike"
"966","4251","423","hike","r_2tesefcjdzh5wsx","2","q1_2","hike","hike","hike","hike"
"967","4261","424","hike","r_uawk8iivcjzho6z","2","q1_2","hike","hike","hike","hike"
"968","4271","425","hike","r_zrdnd2ntaofb1w9","2","q1_2","hike","hike","hike","hike"
"969","4281","426","hike","r_1npafxufyt3tuq2","2","q1_2","hike","hike","hike","hike"
"970","4291","427","watch for wild flowers","r_126kdgujqycujmh","2","q1_2","watch for wild flowers","watch for wildflowers","view wildflowers","view wildflowers"
"971","4301","428","camp","r_1owzdcar2hso7zc","2","q1_2","camp","camp","camp","camp"
"972","4311","429","observe nature","r_w8nglmh8gauzsl3","2","q1_2","observe nature","observe nature","view nature","view nature"
"973","4321","430","walk","r_zt53ysmmaxpd1hd","2","q1_2","walk","walk","walk","walk"
"974","4331","431","hiking","r_2wqto3zr0ktnlyb","2","q1_2","hiking","hike","hike","hike"
"975","4341","432","hike","r_1c8tk9h6xzwbjlk","2","q1_2","hike ","hike","hike","hike"
"976","4351","433","walk","r_1mvrfkegkybduxo","2","q1_2","walk","walk","walk","walk"
"977","4361","434","bike","r_uhv8gfg1sndksov","2","q1_2","bike","bike","bike","bike"
"978","4371","435","bathroom breaks","r_aag5yjxukxfzsjr","2","q1_2","bathroom breaks","bathroom breaks","bathroom breaks","bathroom breaks"
"979","4381","436","hike","r_2tgdn8sgyuuagul","2","q1_2","hike","hike","hike","hike"
"980","4391","437","walk","r_2up8behlwjgkpkj","2","q1_2","walk","walk","walk","walk"
"981","4401","438","hike","r_2cwl5zedzoixbfh","2","q1_2","hike","hike","hike","hike"
"982","4411","439","hike","r_3g8pobaor06tmow","2","q1_2","hike","hike","hike","hike"
"983","4421","440","birding","r_2celdnwokniyw99","2","q1_2","birding","bird watch","bird view","bird view"
"984","4431","441","mountain bike","r_3dvsmx2ddyax6p9","2","q1_2","mountain bike","mountain bike","mountain bike","mountain bike"
"985","4441","442","hike","r_3msbzxqkdr6q14j","2","q1_2","hike","hike","hike","hike"
"986","4451","443","hike","r_1inzg7bv9mjoe9e","2","q1_2","hike","hike","hike","hike"
"987","4461","444","walk/hike","r_3rjpl7lomlsbxgy","2","q1_2","walk/hike","hike/walk","hike/walk","hike/walk"
"988","4471","445","hike","r_2fkpzwsmrcfb63p","2","q1_2","hike","hike","hike","hike"
"989","4481","446","meet friends","r_1m2ugmfn9ft6t9d","2","q1_2","meet friends","meet friends","socialize with friends","socialize with friends"
"990","4491","447","hike","r_cabzyes51jctkzn","2","q1_2","hike","hike","hike","hike"
"991","4501","448","bike","r_qfdyxyhzxu5l0hl","2","q1_2","bike","bike","bike","bike"
"992","4511","449","photography","r_2ttcouwris4rqyv","2","q1_2","photography","photograph","photograph","photograph"
"993","4521","450","bike","r_12yh5rmfshrcnm8","2","q1_2","bike","bike","bike","bike"
"994","4531","451","hike","r_0cvdusoup0dsizp","2","q1_2","hike ","hike","hike","hike"
"995","4541","452","hike","r_3nypx4czqkpbnm8","2","q1_2","hike","hike","hike","hike"
"996","4551","453","run","r_1ikhwqx5x46lush","2","q1_2","run","run","run","run"
"997","4561","454","hike","r_296ldisikf67hmc","2","q1_2","hike","hike","hike","hike"
"998","4571","455","bike","r_1dtn3idi5mpujbp","2","q1_2","bike","bike","bike","bike"
"999","4581","456","enjoy friends","r_1laeitokw8zn6rh","2","q1_2","enjoy friends","enjoy friends","socialize with friends","socialize with friends"
"1000","4591","457","hike","r_1gjs2spwhky1y3r","2","q1_2","hike","hike","hike","hike"
"1001","4601","458","bike","r_12lrm0jb1fyu74p","2","q1_2","bike","bike","bike","bike"
"1002","4611","459","bike","r_cetkrwueqcul4vx","2","q1_2","bike","bike","bike","bike"
"1003","4621","460","dog walk","r_2xlfq2dpzwiiotv","2","q1_2","dog walk","walk pets","walk pets","walk pets"
"1004","4631","461","hiking","r_bkmtii78jfarcyp","2","q1_2","hiking","hike","hike","hike"
"1005","4641","462","hike","r_3cnqoayxkkqgenk","2","q1_2","hike","hike","hike","hike"
"1006","4651","463","horse riding","r_1kesqnwevxg6387","2","q1_2","horse riding","horseback ride","horseback ride","horseback ride"
"1007","4661","464","hike","r_2d1xvoihydkyxmn","2","q1_2","hike ","hike","hike","hike"
"1008","4671","465","run","r_o0b8rrlwivb1fhr","2","q1_2","run","run","run","run"
"1009","4681","466","ensure accessibility of the trail","r_2cwfmvprt0uznsa","2","q1_2","ensure accessibility of the trail","ensure accessibility of the trail","ensure accessibility of the trail","ensure accessibility of the trail"
"1010","4691","467","ride horses","r_qdus8tr9jtyfqs9","2","q1_2","ride horses","horseback ride","horseback ride","horseback ride"
"1011","4701","468","hike","r_3mehulf1vwwqpkk","2","q1_2","hike","hike","hike","hike"
"1012","4711","469","observe","r_3ehbcw3yqxjjbdz","2","q1_2","observe","observe","view","view"
"1013","4721","470","trail running","r_eefuw4syxc9fsbd","2","q1_2","trail running","trail run","trail run","run"
"1014","4731","471","hiking","r_1nrdpwf0tash4rr","2","q1_2","hiking","hike","hike","hike"
"1015","4751","473","bike","r_3sjq4qt883evaq1","2","q1_2","bike","bike","bike","bike"
"1016","4761","474","hike","r_1oa0lvwxggweq95","2","q1_2","hike ","hike","hike","hike"
"1017","4771","475","run","r_1cyicjdtcxbhpmp","2","q1_2","run","run","run","run"
"1018","4781","476","ride motorcycles","r_3hmb45e6bvnu3qb","2","q1_2","ride motorcycles","motorcycle","motorcycle","motorcycle"
"1019","4791","477","backpack","r_29p71pcbgmg9sa7","2","q1_2","backpack","backpack","backpack","backpack"
"1020","4801","478","hiking","r_ulljvh8nh8ho7wr","2","q1_2","hiking","hike","hike","hike"
"1021","4811","479","horseback ride","r_2djqy3cs92rzzhq","2","q1_2","horseback ride","horseback ride","horseback ride","horseback ride"
"1022","4821","480","bike","r_2aohu1bipbxeadr","2","q1_2","bike","bike","bike","bike"
"1023","4831","481","backpack","r_1dykoktwxtwzkd9","2","q1_2","backpack","backpack","backpack","backpack"
"1024","4841","482","mountain biking","r_ziah9gt532nmj9l","2","q1_2","mountain biking ","mountain bike","mountain bike","mountain bike"
"1025","4851","483","walk","r_2ehgqa7igkcvfbo","2","q1_2","walk","walk","walk","walk"
"1026","4861","484","walk","r_2xa9mmywplq6kuf","2","q1_2","walk","walk","walk","walk"
"1027","4871","485","bicycle","r_1mldc6kiopqni4b","2","q1_2","bicycle","bike","bike","bike"
"1028","4881","486","dirt bike","r_3hgszbelhwy7gwh","2","q1_2","dirt bike ","dirt bike","dirt bike","dirt bike"
"1029","4891","487","hike","r_2ck3fttxsqo8ntz","2","q1_2","hike","hike","hike","hike"
"1030","4901","488","solitude","r_2r9bqscrabmxbvb","2","q1_2","solitude","solitude","solitude","solitude"
"1031","4911","489","camping","r_23ws4ctxzlmv1og","2","q1_2","camping","camp","camp","camp"
"1032","4921","490","bike","r_xdwozbkyad2s67n","2","q1_2","bike","bike","bike","bike"
"1033","4931","491","hiking","r_41oz1dw2nyfe7kx","2","q1_2","hiking","hike","hike","hike"
"1034","4941","492","bicycle on rough terrain","r_2opghqwlbwxwt77","2","q1_2","bicycle on rough terrain","bike","bike","bike"
"1035","4951","493","run","r_29of4pzcxwe8mmw","2","q1_2","run","run","run","run"
"1036","4961","494","run","r_51fscfzrmlyibsl","2","q1_2","run","run","run","run"
"1037","4971","495","hiking for health","r_12ahikl2jsaswhg","2","q1_2","hiking for health ","hike for health","hike for health","hike for health"
"1038","4981","496","hike","r_yito7qt1igtwulb","2","q1_2","hike","hike","hike","hike"
"1039","4991","497","bike","r_3qg1x5vwzyzifcr","2","q1_2","bike","bike","bike","bike"
"1040","5001","498","hiking","r_2ck8jdod015j6kt","2","q1_2","hiking","hike","hike","hike"
"1041","5011","499","bird watching","r_1lk5m87yymtotsw","2","q1_2","bird watching","bird watch","bird view","bird view"
"1042","5021","500","ride mtb","r_2fffwzmrsakcyhd","2","q1_2","ride mtb","ride mountain","ride mountain","ride mountain"
"1043","5031","501","hike","r_2rgfglz5p5o2qbs","2","q1_2","hike","hike","hike","hike"
"1044","5041","502","hike","r_1qerzck71ppzxtm","2","q1_2","hike","hike","hike","hike"
"1045","5051","503","hike","r_3hojqsmygsqmmud","2","q1_2","hike","hike","hike","hike"
"1046","5061","504","nice to have a picnic area for lunch. not necessarily benches but an open area for horses to stand","r_1ohyu4ukeqrczqh","2","q1_2","nice to have a picnic area for lunch. not necessarily benches but an open area for horses to stand","nice to have a picnic area for lunch. not necessarily benches but an open area for horses to stand","nice to have a picnic area for lunch. not necessarily benches but an open area for horses to stand","nice to have a picnic area for lunch. not necessarily benches but an open area for horses to stand"
"1047","5071","505","hike","r_2rahs8rhfbacwm2","2","q1_2","hike","hike","hike","hike"
"1048","5081","506","horseback riding","r_1mlxajkffkqpncb","2","q1_2","horseback riding","horseback ride","horseback ride","horseback ride"
"1049","5091","507","bicycle riding","r_ahds9ba7yxs5fn3","2","q1_2","bicycle riding","bike","bike","bike"
"1050","5101","508","bike","r_4mjmqt8etzl8f45","2","q1_2","bike","bike","bike","bike"
"1051","5111","509","hike","r_1k7odub1wakb9di","2","q1_2","hike","hike","hike","hike"
"1052","5121","510","learn","r_2zcdxhkvcsyczwo","2","q1_2","learn","learn","learn","learn"
"1053","5131","511","hike","r_12fepvtdzizk0lq","2","q1_2","hike","hike","hike","hike"
"1054","5141","512","day hike","r_3vdahwro4nowfwd","2","q1_2","day hike","day hike","hike","hike"
"1055","5151","513","walk/hike","r_2d1wo7j8uwt5zwt","2","q1_2","walk/hike","hike/walk","hike/walk","hike/walk"
